CustomerID,Probability
6648-INWPS,12.83
4223-BKEOR,9.09
4079-VTGLK,21.49
1763-WQFUK,32.47
1391-UBDAR,51.36
8894-JVDCV,11.14
2023-VQFDL,12.63
1345-GKDZZ,13.71
2014-MKGMH,39.82
5628-FCGYG,64.98
2560-WBWXF,0.6
0248-IPDFW,60.47
7978-DKUQH,49.22
4335-UPJSI,2.69
0524-IAVZO,61.47
2737-YNGYW,68.13
1784-EZDKJ,27.76
9297-FVVDH,5.12
8007-YYPWD,6.65
7101-HRBLJ,1.5
5159-YFPKQ,68.41
6635-CPNUN,37.58
4021-RQSNY,70.05
5453-YBTWV,2.91
5039-LZRQT,7.17
2931-VUVJN,10.42
9061-TIHDA,79.11
8699-ASUFO,66.72
6418-PIQSP,1.9
8220-OCUFY,10.76
3995-WFCSM,50.39
1895-QTKDO,36.74
2038-OEQZH,64.04
1178-PZGAB,5.24
7927-AUXBZ,33.33
2626-VEEWG,0.39
2878-RMWXY,8.5
1657-DYMBM,0.72
7311-MQJCH,14.52
7375-WMVMT,5.95
1136-XGEQU,7.25
2530-FMFXO,18.27
6844-DZKRF,33.06
4695-WJZUE,80.85
7619-ODSGN,18.7
5970-GHJAW,0.85
8879-XUAHX,11.27
3689-MOZGR,26.9
4195-PNGZS,0.39
5003-XZWWO,2.29
3988-RQIXO,80.92
7622-FWGEW,3.47
6922-NCEDI,0.93
2514-GINMM,72.35
9891-NQDBD,4.71
6131-IUNXN,8.28
8548-AWOFC,6.87
9798-DRYDS,15.3
8532-UEFWH,0.89
6296-DDOOR,18.01
7951-VRDVK,5.14
5931-FLJJF,60.77
4815-YOSUK,5.51
2659-VXMWZ,16.6
0380-NEAVX,39.99
3207-OYBWH,32.36
4285-GYRQC,69.51
7216-EWTRS,84.55
4365-MSDYN,20.83
7036-TYDEC,10.92
5802-ADBRC,22.26
8076-FEZKJ,7.94
5197-YPYBZ,6.51
8337-MSSXB,62.06
4312-GVYNH,1.71
8495-LJDFO,23.14
0839-JTCUD,1.75
5494-WOZRZ,1.75
1302-UHBDD,60.06
2234-EOFPT,1.62
8619-IJNDK,0.46
8378-LKJAF,46.92
8182-BJDSI,58.21
2528-HFYZX,56.68
1153-GNOLC,20.12
3298-QEICA,5.73
0788-DXBFY,1.24
3597-YASZG,12.43
3496-LFSZU,60.79
5242-UOWHD,0.93
2482-CZGBB,61.72
6479-SZPLM,1.46
8097-VBQTZ,4.27
4500-HKANN,5.94
9917-KWRBE,6.99
3420-ZDBMA,61.4
2212-LYASK,18.39
1393-IMKZG,70.45
8069-RHUXK,0.76
3398-GCPMU,2.33
2908-WGAXL,1.05
3378-AJRAO,2.46
1013-QCWAM,42.1
0866-QLSIR,5.23
6050-FFXES,9.19
7181-BQYBV,71.14
0362-RAOQO,1.37
9554-DFKIC,14.91
5527-ACHSO,29.44
0829-DDVLK,6.37
1399-UBQIU,52.28
1813-JLKWR,0.52
0336-PIKEI,0.91
7322-OCWHC,3.88
9537-VHDTA,24.36
4957-TIALW,5.17
2054-PJOCK,4.87
9150-HEPMB,1.81
9030-QGZNL,7.0
6204-IEUXJ,40.23
3126-WQMGH,12.37
4529-CKBCL,72.59
2506-CLAKW,38.68
7176-WRTNX,6.66
1583-IHQZE,54.56
5732-IKGQH,14.6
9239-GZHZE,6.92
7205-BAIAD,2.03
0151-ONTOV,53.95
4140-MUHUG,74.26
0093-EXYQL,55.16
8064-RAVOH,47.82
0219-QAERP,3.04
0320-JDNQG,40.82
7180-PISOG,72.14
9168-INPSZ,43.17
3571-RFHAR,28.1
0015-UOCOJ,40.91
5334-AFQJB,0.57
2754-SDJRD,67.13
9578-VRMNM,41.19
1587-FKLZB,31.84
6140-QNRQQ,60.79
8963-JLGJT,21.03
4307-KTUMW,25.62
1465-LNTLJ,38.13
5440-FLBQG,11.82
2135-DQWAQ,57.89
4056-QHXHZ,4.54
7470-MCQTK,58.35
7488-MXJIV,75.99
7401-JIXNM,2.63
9339-FIIJL,2.46
2027-FECZV,71.52
2672-DZUOY,67.25
4706-DGAHW,49.43
3870-MQAMG,20.06
6670-MFRPK,5.88
6177-PEVRA,1.76
4800-CZMPC,18.11
4813-HQMGZ,69.05
7579-KKLOE,2.11
7377-DMMRI,40.84
8402-EIVQS,9.57
4947-DSMXK,47.08
7245-NIIWQ,68.53
0002-ORFBO,16.67
3324-OIRTO,7.79
5414-OFQCB,9.74
4967-WPNCF,1.79
8552-OBVRU,29.44
8499-BRXTD,5.4
9154-QDGTH,22.21
8197-BFWVU,2.28
2577-GVSIL,13.62
9367-OIUXP,17.21
6770-UAYGJ,1.07
6463-HHXJR,4.24
7928-VJYAB,61.79
1187-WILMM,2.46
9776-OJUZI,25.13
1306-RPWXZ,0.74
8949-JTMAY,56.15
2774-LVQUS,59.89
3097-PYWXL,28.53
2266-SJNAT,9.27
0869-PAPRP,48.04
4238-JSSWH,50.99
2972-YDYUW,13.67
1104-FEJAM,25.91
2809-ILCYT,7.69
5499-ECUTN,5.27
4981-FLTMF,2.73
9121-PHQSR,63.53
3113-IWHLC,28.63
3211-ILJTT,48.8
4612-THJBS,25.09
4277-BWBML,0.23
4094-NSEDU,74.26
0234-TEVTT,4.82
4304-TSPVK,6.3
1552-AAGRX,31.43
2637-FKFSY,44.6
9796-MVYXX,10.95
7874-ECPQJ,21.33
0020-INWCK,8.62
7089-RKVSZ,9.99
2683-JXWQQ,3.16
9548-ZMVTX,3.04
8739-XNIKG,75.38
9755-JHNMN,1.38
3981-QSVQI,19.81
2789-HQBOU,73.1
9424-CMPOG,5.8
5067-WJEUN,1.06
3450-WXOAT,9.16
9251-WNSOD,2.61
6974-DAFLI,1.33
2616-UUTFK,16.82
7064-JHXCE,0.38
5103-MHMHY,33.55
7989-AWGEH,13.62
4373-VVHQL,53.27
4559-UWIHT,60.68
7268-IGMFD,43.93
1846-XWOQN,73.69
0235-KGSLC,63.81
6650-BWFRT,7.78
9570-KYEUA,4.78
6993-YGFJV,7.61
2712-SYWAY,39.73
0730-BGQGF,1.38
5498-IBWPI,1.56
9101-NTIXF,18.77
0013-SMEOE,6.92
9314-QDMDW,29.83
9308-ANMVE,6.96
2884-GBPFB,40.67
3757-NJYBX,49.9
3413-DHLPB,21.5
7649-PHJVR,7.53
6114-TCFID,5.26
3787-TRIAL,40.54
2573-GYRUU,40.12
5156-UMKOW,40.54
1247-QBVSH,6.69
6734-GMPVK,68.89
9822-OAOVB,60.79
6161-ERDGD,3.23
1226-JZNKR,11.63
7318-EIVKO,55.73
3771-PZOBW,53.58
5136-KCKGI,28.17
8231-BSWXX,6.93
6486-LHTMA,47.88
4083-BFNYK,18.55
3722-WPXTK,77.12
7389-KBFIT,51.55
7176-WIONM,59.72
5141-ZUVBH,29.84
1089-HDMKP,29.44
7623-HKYRK,13.66
0310-SUCIN,2.45
5197-PYEPU,15.07
2929-ERCFZ,71.16
7548-SEPYI,72.61
8835-VSDSE,70.84
6619-RPLQZ,0.97
3275-RHRNE,15.74
3503-TYDAY,30.34
6901-GOGZG,4.05
1623-NLDOT,4.71
7021-XSNYE,13.17
9621-OUPYD,6.04
9898-KZQDZ,48.54
8982-NHAVY,43.66
4307-KWMXE,35.11
0141-YEAYS,46.79
2450-ZKEED,12.9
3694-DELSO,36.79
3893-JRNFS,7.59
9603-OAIHC,72.73
1133-KXCGE,5.67
5236-PERKL,14.42
0142-GVYSN,11.7
1049-FYSYG,36.6
7854-FOKSF,65.73
2519-FAKOD,45.66
8406-LNMHF,6.91
1821-BUCWY,5.58
8263-JQAIK,61.39
0023-UYUPN,2.77
8314-DPQHL,17.53
1465-WCZVT,17.23
9481-SFCQY,30.74
6360-SVNWV,27.26
0567-GGCAC,25.53
7089-IVVAZ,53.47
8884-MRNSU,5.35
2171-UDMFD,5.64
9050-IKDZA,61.13
2205-YMZZJ,76.19
9802-CAQUT,6.0
1254-IZEYF,65.52
0187-WZNAB,20.4
9492-TOKRI,52.57
1475-VWVDO,62.84
9221-OTIVJ,75.03
1357-MVDOZ,35.64
7602-MVRMB,7.45
3325-FUYCG,27.9
5908-QMGOE,57.91
1197-BVMVG,76.15
5406-KGRMX,0.56
8481-YYXWG,59.84
5968-HYJRZ,1.13
5198-EFNBM,19.86
7516-GMHUV,18.98
7140-ADSMJ,18.7
2230-XTUWL,0.81
7706-YLMQA,0.4
2585-KTFRE,24.32
7994-UYIVZ,69.26
2609-IAICY,75.18
1740-CSDJP,65.8
7717-BICXI,0.43
6559-RAKOZ,26.43
2636-OHFMN,70.62
4716-MRVEN,3.24
2143-LJULT,0.71
1323-OOEPC,35.95
3200-MNQTF,0.87
6164-HXUGH,15.11
5630-IXDXV,49.15
0320-DWVTU,4.59
9135-MGVPY,1.79
1212-GLHMD,54.3
7878-JGDKK,33.29
1088-AUUZZ,2.3
0397-GZBBC,39.6
6614-YWYSC,0.82
9588-OZDMQ,55.02
7641-EUYET,32.14
6476-EPYZR,11.08
9921-ZVRHG,64.08
1174-FGIFN,35.66
6620-HVDUJ,7.63
4701-MLJPN,16.94
1032-MAELW,3.01
7641-TQFHN,14.39
1552-TKMXS,3.07
9206-GVPEQ,45.81
8622-ZLFKO,74.49
1596-BBVTG,28.74
6188-UXBBR,2.98
2333-KWEWW,4.02
5702-SKUOB,18.95
1134-YWTYF,17.94
6061-GWWAV,3.38
0679-TDGAK,4.65
6585-WCEWR,0.32
9067-YGSCA,0.55
9067-SQTNS,1.38
8433-WXGNA,58.29
1776-SPBWV,3.29
8735-SDUFN,0.49
9668-PUGNU,0.81
9405-GPBBG,11.45
1926-QUZNN,0.59
3707-GNWHM,66.27
7016-NVRIC,21.2
5829-NVSQN,10.77
9565-AXSMR,0.64
8922-LIEGH,63.45
8869-LIHMK,8.7
8245-UMPYT,77.62
5186-SAMNZ,65.86
0447-RXSGD,56.97
4927-WWOOZ,76.66
5788-YPOEG,3.6
5373-SFODM,49.86
0661-KBKPA,6.71
9081-WWXKP,0.84
0784-ZQJZX,0.21
3133-PZNSR,3.78
5766-ZJYBB,19.53
8931-GJJIQ,74.92
4277-PVRAN,61.21
0022-TCJCI,4.67
0722-SVSFK,65.51
3612-YVGSJ,0.55
9825-YCXWZ,24.83
5397-NSKQG,1.98
8565-HBFNN,7.18
2000-DHJUY,3.32
0203-HHYIJ,5.24
8670-ERCJH,4.93
7758-UJWYS,11.58
2050-ONYDQ,0.48
7055-JCGNI,6.62
0739-UUAJR,2.45
4826-DXMUP,9.58
0952-KMEEH,48.34
7285-KLOTR,28.6
0654-PQKDW,1.98
7175-NTIXE,18.31
7963-SHNDT,1.42
9796-BPKIW,57.97
0188-GWFLE,18.73
8129-GMVGI,0.54
2882-DDZPG,13.09
3547-LQRIK,2.75
9137-NOQKA,28.45
5843-TTHGI,27.04
1849-RJYIG,40.17
8868-GAGIO,21.81
4061-UKJWL,34.14
5380-XPJNZ,1.99
8263-QMNTJ,10.31
8178-EYZUO,31.43
3230-JCNZS,5.43
0277-ORXQS,2.41
5130-IEKQT,50.89
3230-WYKIR,22.6
7996-BPXHY,9.05
3227-WLKLI,2.0
0407-BDJKB,31.62
2266-FUBDZ,4.26
8237-ULIXL,0.4
9600-UDOPK,56.05
8216-AZUUZ,21.05
9153-BTBVV,0.44
4074-SJFFA,51.54
3269-ATYWD,53.95
5186-PEIZU,4.24
1074-AMIOH,24.33
4910-GMJOT,81.93
0354-WYROK,48.64
4361-FEBGN,0.86
7748-UMTRK,56.46
0380-ZCSBI,12.97
7145-FEJWU,69.15
6463-MVYRY,1.74
3969-JQABI,5.38
9624-EGDEQ,1.65
1051-EQPZR,2.31
5849-ASHZJ,2.86
5780-INQIK,29.84
7576-OYWBN,76.07
4526-ZJJTM,41.78
8384-FZBJK,39.11
3750-RNQKR,12.57
0962-CQPWQ,0.43
3096-YXENJ,12.24
1265-BCFEO,3.92
5837-LXSDN,14.84
5945-AZYHT,17.09
8325-QRPZR,64.22
6384-VMJHP,1.05
2262-SLNVK,62.96
7730-CLDSV,6.43
1135-HIORI,19.71
0164-APGRB,10.33
6481-ESCNL,49.54
1790-NESIO,7.43
1550-EENBN,42.43
5539-TMZLF,72.71
4323-SADQS,37.45
4446-BZKHU,39.6
5202-IVJNU,11.3
5976-JCJRH,63.27
8198-RKSZG,26.46
0137-OCGAB,63.25
3351-NQLDI,6.88
9297-EONCV,2.5
7593-JNWRU,37.31
4588-YBNIB,26.14
1069-QJOEE,4.9
3336-JORSO,55.04
7799-DSEWS,22.11
8766-PAFNE,2.23
5315-CKEQK,21.3
3130-ICDUP,43.53
0820-FNRNX,20.21
0880-FVFWF,19.99
4611-ANLQC,4.3
4213-HKBJO,2.6
2792-LSHWX,36.36
5028-GZLDO,51.29
0014-BMAQU,4.42
6861-XWTWQ,81.15
9018-PCIOK,4.1
4837-QUSFT,7.93
6877-TJMBR,65.16
9953-ZMKSM,0.56
0907-HQNTS,8.69
7665-NKLAV,3.18
6769-DCQLI,14.77
2433-KMEAS,27.13
4391-LNRXK,37.03
8250-ZNGGW,17.18
2195-ZRVAX,39.9
3550-SAHFP,56.48
2011-TRQYE,32.27
8562-GHPPI,20.03
5893-PYOLZ,3.69
4986-MXSFP,25.17
6131-FOYAS,17.95
3027-YNWZU,0.58
5609-IMCGG,43.49
4873-ILOLJ,62.26
4727-MCYZG,42.26
9481-WHGWY,1.2
2725-KXXWT,78.38
9565-DJPIB,52.71
4328-VUFWD,7.89
3301-LSLWQ,29.68
7473-ZBDSN,4.68
3166-PNEOF,2.48
5639-NTUPK,19.94
8780-YRMTT,1.18
8348-HFYIV,73.67
5140-FOMCQ,16.8
6242-SGYTS,8.29
8166-ORCHU,21.06
8414-OOEEL,2.13
8454-AATJP,5.18
6849-WLEYG,17.08
4659-NZRUF,54.07
4531-AUZNK,10.52
4191-XOVOM,23.91
2150-OEGBV,3.6
8429-XIBUM,52.76
1855-CFULU,20.65
4878-BUNFV,1.08
1872-EBWSC,3.26
2608-BHKFN,58.57
7026-YMSBE,2.94
7341-LXCAF,73.26
6997-UVGOX,1.08
9674-EHPPG,2.2
9462-MJUAW,38.83
8128-YVJRG,51.94
5440-VHLUL,13.23
5781-BKHOP,5.1
4283-FUTGF,62.82
5213-TWWJU,36.42
1569-TTNYJ,68.85
8628-MFKAX,8.51
2397-BRLOM,59.43
7629-WIXZF,29.99
5445-GLVOT,23.1
3976-HXHCE,0.26
2466-NEJOJ,13.05
0254-KCJGT,4.34
5472-CVMDX,0.8
6461-SZMCV,1.85
8150-QUDFX,18.8
9508-ILZDG,45.39
2346-DJQTB,21.27
1697-LYYYX,0.54
1942-OQFRW,45.05
4749-VFKVB,51.26
9640-ZSLDC,4.32
4231-LZUYM,0.43
7598-UAASY,61.34
7938-OUHIO,66.81
8510-AWCXC,70.81
6128-AQBMT,36.0
3594-BDSOA,4.35
0431-APWVY,36.04
5133-VRSAB,31.27
5996-DAOQL,25.25
6838-YAUVY,12.63
0484-JPBRU,5.56
7883-ROJOC,21.88
0244-LGNFY,1.67
7274-CGTOD,1.26
4295-YURET,2.95
3426-NIYYL,36.47
8225-BTJAU,71.44
4635-EJYPD,1.79
1866-ZSLJM,7.71
4636-TVXVG,0.54
4236-UJPWO,59.57
9392-XBGTD,2.22
3387-VATUS,73.39
6402-SSEJG,20.19
1143-NMNQJ,79.02
1169-SAOCL,20.57
1110-KYLGQ,16.92
9929-PLVPA,15.44
3518-PZXZQ,50.7
2371-JUNGC,12.57
7693-QPEFS,27.11
0924-BJCRC,29.88
5074-FBGHB,15.78
2351-BKRZW,4.54
4455-BFSPD,15.09
0415-MOSGF,37.22
1724-BQUHA,78.06
3948-KXDUF,0.86
2323-ARSVR,8.09
0815-MFZGM,16.76
4826-XTSOH,80.98
5480-XTFFL,2.05
8295-FHIVV,19.88
2495-INZWQ,72.95
9086-YJYXS,15.06
1179-INLAT,14.65
7909-FIOIY,34.68
4139-SUGLD,8.92
6857-VWJDT,69.28
6351-SCJKT,27.25
5468-BPMMO,3.4
5624-BQSSA,20.39
0197-PNKNK,4.64
2439-QKJUL,16.53
1194-SPVSP,20.39
9534-NSXEM,4.92
2408-WITXK,68.09
8929-KSWIH,19.01
2250-IVBWA,7.87
1810-MVMAI,9.28
9506-UXUSK,58.88
1229-RCALF,16.0
3572-UOLYZ,20.66
1429-UYJSV,7.54
5577-OTWWW,11.45
6100-QQHEB,69.75
6366-XIVKZ,26.37
3470-OBUET,1.0
2770-NSVDG,32.2
9375-MHRRS,23.24
2634-HCZGT,5.11
7503-QQRVF,47.79
4860-YZGZM,18.03
6599-GZWCM,32.82
2691-NZETQ,71.85
4404-HIBDJ,5.15
5533-NHFRF,56.8
7037-MTYVW,6.74
4760-THGOT,37.67
7295-JOMMD,55.75
4016-BJKTZ,28.12
6584-VQMYT,4.68
9838-BFCQT,0.33
2790-XUYMV,4.42
0581-MDMPW,50.97
5013-SBUIH,15.81
1023-BQXZE,3.99
9163-GHAYE,27.88
3904-UKFRE,62.28
5353-WILCI,12.73
0709-TVGUR,72.41
0058-EVZWM,23.3
6023-YEBUP,79.62
7209-JCUDS,71.44
7009-PCARS,0.7
0519-DRGTI,7.98
1017-FBQMM,14.31
3001-CBHLQ,59.26
1985-MBRYP,1.69
6158-DWPZT,30.24
9372-TXXPS,0.86
3259-QMXUN,6.76
1015-JPFYW,7.82
6645-MXQJT,57.84
4360-QRAVE,19.91
8433-WPJTV,17.13
5804-JMYIO,1.32
3763-GCZHZ,18.78
6484-LATFU,0.43
7599-NTMDP,1.19
0772-GYEQQ,51.53
0536-ACXIP,14.35
0936-NQLJU,1.4
4831-EOBFE,27.97
1575-KRZZE,28.75
3251-YMVWZ,1.28
4102-OQUPX,78.39
9170-GYZJC,6.77
4884-LEVMQ,2.17
8857-CUPFQ,0.42
7610-TVOPG,23.59
3638-DIMPH,23.22
1845-ZLLIG,39.49
8559-WNQZS,9.35
3999-QGRJH,67.13
1699-UOTXU,1.57
2454-RPBRZ,71.15
0635-WKOLD,6.13
5993-JSUWV,1.31
4518-FZBSX,1.44
5387-ASZNZ,1.79
6988-CJEYV,38.73
2002-MZHWP,20.37
3097-FQTVJ,1.31
5465-BUBFA,1.24
7299-GNVPL,15.06
9743-DQKQW,57.25
1215-VFYVK,32.76
9371-BITHB,0.68
2265-CYWIV,76.78
9093-FPDLG,53.73
0541-FITGH,41.12
6985-HAYWX,36.22
7508-KBIMB,8.56
6838-HVLXG,12.59
2277-DJJDL,39.29
1897-OKVMW,2.65
5485-ITNPC,2.07
0233-FTHAV,12.65
4644-PIZRT,17.22
8922-NPKBJ,1.09
2740-TVLFN,59.29
7771-CFQRQ,2.69
9512-PHSMG,19.38
6963-EZQEE,2.79
2452-KDRRH,32.97
2004-OCQXK,75.4
5027-QPKTE,65.32
4146-SVFUD,36.09
1564-HJUVY,31.99
3617-XLSGQ,7.15
7517-LDMPS,63.57
7244-KXYZN,4.13
5226-NOZFC,48.0
2672-HUYVI,74.77
1400-WIVLL,15.74
7508-MYBOG,70.08
8148-NLEGT,2.17
0148-DCDOS,59.79
8347-GDTMP,0.41
9992-RRAMN,66.1
6746-WAUWT,6.8
0310-MVLET,36.24
0428-IKYCP,48.65
4550-VBOFE,36.7
2187-PKZAY,59.39
4003-OCTMP,10.54
6652-YFFJO,54.93
7225-IILWY,0.39
5248-RPYWW,2.69
7923-IYJWY,8.9
3170-GWYKC,16.38
5696-QURRL,43.96
7409-KIUTL,70.43
9830-ECLEN,2.47
1732-VHUBQ,18.84
0495-RVCBF,75.27
2668-TZSPS,19.58
7854-EDSSA,18.75
8869-TORSS,2.64
7446-SFAOA,3.29
9522-ZSINC,12.86
8234-GSZYK,1.63
6505-OZNPG,20.45
6164-HAQTX,0.91
0679-IDSTG,71.67
7765-LWVVH,7.4
1658-TJVOA,59.73
0953-LGOVU,23.28
2115-BFTIW,31.05
4692-NNQRU,24.61
7742-MYPGI,28.52
0611-DFXKO,57.46
7780-OTDSO,63.67
9619-GSATL,4.48
5622-UEJFI,2.99
9747-DDZOS,53.75
0674-DGMAQ,58.13
6203-HBZPA,2.74
0484-FFVBJ,16.89
0301-FIDRB,1.81
4139-JPIAM,7.16
2181-TIDSV,0.4
2761-XECQW,57.04
1936-CZAKF,6.42
9453-PATOS,1.24
0564-JJHGS,77.05
3348-CFRNX,41.41
4402-FTBXC,11.82
1428-GTBJJ,56.39
2931-XIQBR,12.45
0106-UGRDO,11.84
5542-TBBWB,69.17
1930-QPBVZ,2.7
2606-PKWJB,2.7
5322-ZSMZY,2.51
8059-UDZFY,51.62
7740-BTPUX,23.98
5220-AGAAX,0.57
0208-BPQEJ,11.92
9435-JMLSX,1.77
3352-ALMCK,43.2
5312-IRCFR,17.8
5294-IMHHT,11.62
8802-UNOJF,39.98
6313-GIDIT,23.99
6176-YJWAS,5.8
5310-NOOVA,1.4
4526-EXKKN,2.43
5311-IHLEI,27.64
3987-KQDDU,43.44
3404-JNXAX,24.13
5131-PONJI,21.55
2845-AFFTX,62.62
3489-VSFRD,1.87
3345-JHUEO,29.42
5815-HGGHV,10.86
5260-UMPWX,7.8
2249-YPRNG,59.0
7410-YTJIK,54.21
4626-GYCZP,78.02
5649-RXQTV,37.52
2674-MIAHT,60.8
2576-HXMPA,20.02
7587-AOVVU,27.03
5590-BYNII,59.09
6898-MDLZW,21.38
3237-AJGEH,44.94
4707-YNOQA,4.14
9357-UJRUN,12.4
1591-NFNLQ,19.26
8648-PFRMP,68.58
7663-CUXZB,9.33
0258-NOKBL,60.73
1163-VIPRI,8.88
2815-CPTUL,61.05
9348-ROUAI,2.1
9443-JUBUO,1.52
0596-BQCEQ,30.17
1481-ZUWZA,36.48
3043-TYBNO,31.18
4830-FAXFM,12.4
5906-BFOZT,25.2
2960-NKRSO,35.76
8996-ZROXE,4.21
5598-IKHQQ,0.37
0397-ZXWQF,0.35
5266-PFRQK,1.17
4674-HGNUA,1.44
6765-MBQNU,5.28
9786-IJYDL,15.4
1303-SRDOK,7.23
3769-MHZNV,1.81
6295-OSINB,12.82
3308-MHOOC,22.2
2309-OSFEU,53.77
2207-QPJED,33.55
4177-JPDFU,25.08
2239-CFOUJ,11.07
8046-DNVTL,1.23
2209-XADXF,52.99
6620-JDYNW,24.51
1891-FZYSA,27.8
4770-UEZOX,64.23
1038-RQOST,8.0
7613-LLQFO,69.98
4568-TTZRT,13.82
9513-DXHDA,10.37
2640-PMGFL,39.53
3801-HMYNL,60.26
0516-QREYC,11.17
9685-WKZGT,67.81
6022-UGGSO,41.93
8084-OIVBS,7.85
8896-BQTTI,30.1
3865-QBWSJ,26.32
3352-RICWQ,6.1
2160-GPFXD,1.65
2065-MMKGR,23.56
5857-TYBCJ,50.61
1498-NHTLT,3.2
4484-CGXFK,58.96
1402-PTHGN,6.97
4176-RELJR,0.53
6214-EDAKZ,15.16
5199-FPUSP,4.14
6377-KSLXC,16.5
1796-JANOW,19.5
0238-WHBIQ,1.32
8735-NBLWT,11.97
6651-RLGGM,0.42
6127-ISGTU,69.46
1614-JBEBI,19.65
8740-XLHDR,28.22
1208-DNHLN,15.71
1761-AEZZR,72.36
3923-CSIHK,31.44
5696-EXCYS,4.22
5795-KTGUD,11.42
7120-RFMVS,70.65
7924-GJZFI,54.97
4702-HDRKD,2.14
8512-WIWYV,2.64
5897-ZYEKH,21.74
5456-ITGIC,2.21
7317-GGVPB,9.43
1406-PUQVY,44.57
1322-AGOQM,8.8
3677-IYRBF,69.93
5692-FPTAH,45.2
9114-AAFQH,10.28
8715-KKTFG,19.4
1550-LOAHA,32.3
1728-BQDMA,45.13
0268-QKIWO,25.05
0876-WDUUZ,54.59
5117-ZSMHQ,1.57
5151-HQRDG,12.93
0960-HUWBM,10.88
6465-GSRCL,12.81
0617-FHSGK,16.97
0263-FJTQO,2.82
7319-ZNRTR,4.78
2858-MOFSQ,19.56
7503-EPSZW,0.69
7089-XXAYG,22.95
8118-LSUEL,69.11
8070-AAWZP,21.24
1666-JXLKU,60.63
7855-DIWPO,52.5
5133-POWUA,44.02
5652-MSDEY,60.05
7005-CCBKV,67.33
1810-BOHSY,14.85
1784-BXEFA,18.09
7351-MHQVU,27.93
9224-VTYID,4.33
9500-IWPXQ,3.88
5762-TJXGK,5.73
4504-YOULA,11.07
5569-IDSEY,17.42
4250-FDVOU,27.44
7284-ZZLOH,2.18
5277-ZLOOR,80.24
2141-RRYGO,49.06
1777-JYQPJ,49.03
6376-GAHQE,62.69
3401-URHDA,2.15
1599-EAHXY,0.77
8631-XVRZL,11.09
5052-PNLOS,70.08
3853-LYGAM,51.14
6979-ZNSFF,74.07
5751-USDBL,2.78
5680-LQOGP,1.7
2386-LAHRK,47.69
8189-DUKMV,12.19
6032-IGALN,59.72
9931-DCEZH,6.08
1898-JSNDC,8.28
0315-LVCRK,58.26
3911-RSNHI,2.96
2410-CIYFZ,16.39
4248-HCETZ,35.52
5505-OVWQW,5.9
7271-AJDTL,26.49
1867-TJHTS,15.35
0516-WJVXC,23.84
9174-FKWZE,37.93
6860-YRJZP,71.71
4429-WYGFR,11.57
2817-LVCPP,0.82
5038-ETMLM,7.51
5056-FIMPT,11.22
4521-WFJAI,1.18
6569-KTMDU,20.3
8809-RIHDD,14.44
8809-XKHMD,5.23
0396-YCHWO,61.45
0867-LDTTC,33.11
4822-NGOCH,60.92
9391-DXGGG,16.42
9844-FELAJ,17.79
2122-SZZZD,1.38
5307-DZCVC,50.8
3148-AOIQT,0.63
8679-JOEVF,30.61
8395-ETZKQ,0.44
6692-YQHXC,46.73
3889-VWBID,1.27
5222-JCXZT,17.17
9754-CLVZW,9.43
1432-FPAXX,30.94
2739-CCZMB,14.19
7080-TNUWP,11.9
0496-AHOOK,8.84
8336-TAVKX,1.47
2468-SJFLM,50.72
3181-VTHOE,3.02
7168-HDQHG,3.74
4803-AXVYP,54.32
3884-HCSWG,55.88
4567-AKPIA,23.1
5077-DXTCG,54.53
1142-WACZW,40.65
7901-HXJVA,49.39
5649-ANRML,54.22
4892-VLANZ,19.55
5924-IFQTT,33.91
7968-QUXNS,15.7
2919-HBCJO,56.35
4236-XPXAV,51.94
8903-WMRNW,53.62
2452-SNHFZ,12.03
3629-WEAAM,26.82
6029-CSMJE,38.62
7993-NQLJE,27.95
9909-DFRJA,18.93
9099-FTUHS,21.59
0581-BXBUB,60.03
4962-CHQPW,2.59
9467-ROOLM,6.7
3030-YZADT,28.41
7410-KTVFV,27.27
5150-ITWWB,83.04
2253-KPMNB,0.67
1345-ZUKID,6.57
6429-SHBCB,35.86
9281-OFDMF,42.95
2603-HVKCG,52.88
1834-WULEG,3.56
9097-ZUBYC,19.21
5148-ORICT,1.57
4893-GYUJU,1.53
4578-PHJYZ,4.69
7272-QDCKA,39.03
8908-SLFCJ,4.95
8393-DLHGA,53.82
9766-HGEDE,6.18
6968-MHOMU,8.94
7395-IGJOS,52.16
5044-XDPYX,1.15
1814-WFGVS,0.8
2834-SPCJV,18.38
3721-WKIIL,3.73
6734-CKRSM,18.72
1265-ZFOSD,2.22
6568-POCUI,15.77
7890-VYYWG,65.53
5197-LQXXH,3.24
9907-SWKKF,55.94
3457-PQBYH,0.49
7682-AZNDK,39.4
0587-DMGBH,35.76
5384-ZTTWP,9.93
3745-HRPHI,2.45
7636-OWBPG,44.36
1231-YNDEK,0.73
1407-DIGZV,8.07
6397-JNZZG,21.04
0570-BFQHT,49.84
4393-OBCRR,11.53
3523-QRQLL,19.82
8564-LDKFL,33.23
3696-DFHHB,0.5
0895-DQHEW,42.4
4717-GHADL,6.29
5501-TVMGM,59.6
5879-HMFFH,1.83
6772-WFQRD,2.2
3810-DVDQQ,6.73
6972-SNKKW,16.39
3694-GLTJM,21.94
8550-XSXUQ,9.33
8149-RSOUN,81.9
9055-MOJJJ,1.21
4359-INNWN,5.77
0585-EGDDA,32.23
